EventId,EventTemplate,Occurrences
1a800389,REPORT : 7139 5097 152917 240 ,1
72a9bfaf,onStandStepChanged 3712 ,1
33c63f99,onExtend:1514038753000 1 0 4 ,1
23a4b5fb,calculateCaloriesWithCache totalCalories=129623 ,1
cfb0e88a,onStandStepChanged 3726 ,2
872e1d76,calculateCaloriesWithCache totalCalories=129923 ,2
b4e7ff97,REPORT : 7154 5107 153238 240 ,1
0ceab7df,onExtend:1514038756000 0 0 0 ,1
3f4212be,onStandStepChanged 3732 ,4
220b97fa,onExtend:1514038798000 0 0 4 ,2
66b0c5b9,calculateCaloriesWithCache totalCalories=130052 ,2
d6ef10cd,REPORT : 7160 5112 153367 240 ,1
0ad75759,onStandStepChanged 3735 ,1
4485d338,flushTempCacheToDB by stand ,1
e0afaf2b,<*> <*> <*> ,9
2fe92b50,upLoadOneMinuteDataToEngine <*> ,2
88f06ca2,getBinderPackageName packageName = com.huawei.health ,8
5c339ab6,"getAppContext ( ) isAppValid health or wear , packageName = com.huawei.health ",2
da42f30a,onExtend:1514038799000 3 0 4 ,1
8ac0e266,insertHiHealthData ( ) checkAppType 0 appID = 1 ,2
c99b58bd,"insertHiHealthData ( ) size = 4 , app = 1 , One Data Type = <*> , packageName = com.huawei.health , writeStatType = 0 ",1
2fcab605,"saveHealthDetailData ( ) deviceID = 2 , clientID=1 , id=1 ",2
d0754f06,"<*> <*> <*> <*> <*> , <*> = <*> , <*> = <*> , <*> <*> <*> ",2
5b146397,"new date =20171223 , <*> , <*> ",12
73d207e8,"new date =20171223 , type=40003,153367.0 , old=210654.54000000004 ",1
adcbf64c,<*> <*> <*> <*> <*> <*> = <*> <*> <*> = <*> ,2
df73c35c,"saveStatData ( ) type <*> , time = 1513958400000 , statClient = 2 , who is 1 ",2
f3eadbde,"new date =20171223 , <*> , old=330.0 ",2
33bf6e4f,<*> <*> <*> <*> = <*> <*> <*> = <*> ,2
e35637d6,startListenerChange subscribeList = [ 1 ] ,2
225d959c,"insertHiHealthData ( ) <*> <*> <*> = 4 , <*> = <*> ",1
3aaba8eb,insertHiHealthData ( ) end totalTime = 45 ,1
5ef56791,<*> <*> <*> <*> <*> = <*> <*> ,2
4de25e7a,checkInsertStatus stepStatSum or calorieStatSum is enough ,2
d5bce2d6,<*> <*> is <*> <*> <*> is <*> ,2
8c4dba8f,"startInsertSportSync start auto sync , app is 1 ",2
738f4ec9,"<*> <*> <*> <*> <*> <*> , <*> <*> <*> <*> <*> 0 ",2
d04db4b4,"startInsertSportSync first 500 steps sync , do all sync ",2
12c8710b,"startSync hiSyncOption = HiSyncOption { syncAction=2 , syncMethod=2 , syncScope=0 , syncDataType=20000 , syncModel=2 , pushAction=0 } , app = 1 who = 1 ",2
88e59718,"insertHiHealthData ( ) size = <*> , app = 1 , One Data Type = <*> , packageName = com.huawei.health , writeStatType = 0 ",1
e0c92aad,needAutoSync autoSyncSwitch is open ,5
a2f380ae,"initDataPrivacy the dataPrivacy switch is open , start push health data ! ",5
0a9eca61,initDataPrivacy the dataPrivacy is true ,5
db1d17b1,"initUserPrivacy the userPrivacy switch is open , start push user data ! ",5
495aabdf,initUserPrivacy the userPrivacy is true ,5
75b5308c,ifCanSync not ! no cloud version ,5
0bb7b96c,sendSyncFailedBroadcast ,5
bac37fee,"new date =20171223 , type=40004,4800.935999999999 , old=5112.0 ",1
32dc4e38,"new date =20171223 , type=40003,214445.88000000006 , old=210654.54000000004 ",1
81b1d6b5,"saveRealTimeHealthDatasStat ( ) size = 1 , totalTime = 48 ",1
6c91bc44,insertHiHealthData ( ) end totalTime = 94 ,1
9e08cdfc,<*> ,5
b42c92a2,flush2DB result success ,1
6d88a440,calculateCaloriesWithCache totalCalories=130116 ,1
5bce36ce,REPORT : 7163 5114 153431 240 ,1
36ac9de5,onStandStepChanged 3737 ,1
f6806c30,onExtend:1514038799000 2 0 4 ,1
80b527ef,calculateCaloriesWithCache totalCalories=130159 ,1
52d581df,REPORT : 7165 5115 153474 240 ,1
795ac421,onStandStepChanged 3739 ,1
f10ad78b,<*> 2 0 4 ,1
ffcf7fdf,calculateCaloriesWithCache totalCalories=130201 ,1
0efebc37,REPORT : 7167 5117 153517 240 ,1
202f882a,onStandStepChanged 3742 ,1
a9ec7bf8,onExtend:1514038800000 3 0 4 ,1
f61a4c1d,setTodayTotalDetailSteps=1514038740000 # # <*> # # <*> # # 8661 # # 16256 # # <*> ,9
8945e96d,calculateCaloriesWithCache totalCalories=130266 ,1
418b0400,REPORT : 7170 5119 153581 240 ,1
3f96ebf8,onStandStepChanged 3745 ,1
abbbf27b,onExtend:1514038801000 3 0 4 ,1
a0718f97,getTodayTotalDetailSteps = 1514038740000 # # <*> # # <*> # # 8661 # # 16256 # # <*> ,14
d66073cd,REPORT : 7173 5121 153645 240 ,1
539dd43c,onStandStepChanged 3746 ,1
f54f41ee,onExtend:1514038801000 1 0 4 ,1
01ff74c6,REPORT : 7174 5122 153667 240 ,1
9ce1d06d,onStandStepChanged 3748 ,1
8f85118e,REPORT : 7176 5123 153709 240 ,1
5b2d5b2d,onStandStepChanged 3751 ,1
44606699,onExtend:1514038802000 3 0 4 ,1
81340ae5,calculateCaloriesWithCache totalCalories=130458 ,1
992616d7,REPORT : 7179 5125 153774 240 ,1
42bbbcad,onStandStepChanged 3753 ,1
76ef7f3c,onExtend:1514038803000 2 0 4 ,2
3cc34cf7,calculateCaloriesWithCache totalCalories=130501 ,1
0c91569e,REPORT : 7181 5127 153817 240 ,1
0a7859dd,onStandStepChanged 3755 ,1
9a38ee8b,REPORT : 7183 5128 153859 240 ,1
369add55,onStandStepChanged 3757 ,1
efe97738,onExtend:1514038804000 2 0 4 ,1
a14392db,REPORT : <*> 5130 <*> 240 ,2
27bf31e2,onStandStepChanged 3758 ,1
b3661dc4,onExtend:1514038805000 1 0 4 ,1
c748bd8c,calculateCaloriesWithCache totalCalories=130608 ,1
c14577c2,onStandStepChanged 3759 ,1
8107bb8a,calculateCaloriesWithCache totalCalories=130630 ,1
5ef8d5bf,REPORT : 7187 5131 153945 240 ,1
7e487a66,onStandStepChanged 3760 ,1
eb494cf6,REPORT : 7188 5132 153966 240 ,1
ee758a6c,onStandStepChanged 3761 ,56
e3c76edd,calculateCaloriesWithCache totalCalories=130673 ,48
d16284e8,REPORT : 7189 5132 153988 240 ,16
077c5d42,<*> # # <*> # # 549659 # # 8661 # # 16256 # # <*> ,23
3e424531,onExtend:1514038819000 0 0 5 ,1
34fdb0fe,onExtend:1514038879000 0 0 5 ,1
8b3b889f,onExtend:1514038939000 0 0 5 ,1
fb436e50,onExtend:1514038999000 0 0 5 ,1
c236d79f,onExtend:1514039059000 0 0 0 ,1
303add9c,setTodayTotalDetailSteps=1514038980000 # # 7189 # # 549659 # # 8661 # # 16256 # # 27706526 ,1
73ecc748,setTodayTotalDetailSteps=1514038980000 # # 7189 # # 549659 # # 8661 # # 16256 # # 27706835 ,1
42eb720d,onExtend:1514039091000 0 0 5 ,1
53fd9f0d,<*> # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,9
05c10b59,onExtend:1514039093000 0 0 0 ,1
0229d44b,getTodayTotalDetailSteps = 1514038980000 # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,3
865a00ec,<*> 0 0 5 ,19
75bab73d,getTodayTotalDetailSteps = 1514039340000 # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,2
32905177,onExtend:1514039515000 0 0 0 ,1
b9f2ee6a,getTodayTotalDetailSteps = 1514039400000 # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,3
5abd67b4,"startSync hiSyncOption = HiSyncOption { syncAction=1 , syncMethod=2 , syncScope=0 , syncDataType=20000 , syncModel=2 , pushAction=0 } , app = 1 who = 1 ",3
677e592a,stepSyncOrNot appSynTimes is 0 ,3
2927ed0f,onExtend:1514039590000 0 0 5 ,1
90ed0475,setTodayTotalDetailSteps=1514039520000 # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,3
c74c9a8a,onExtend:1514039626000 0 0 0 ,2
9a01489c,onExtend:1514039834000 0 0 5 ,1
93d537d6,onExtend:1514039857000 0 0 5 ,1
4b87e055,onExtend:1514039917000 0 0 5 ,1
7406f5a9,onExtend:1514039977000 0 0 0 ,1
1851f792,getTodayTotalDetailSteps = <*> # # <*> # # 549659 # # 8661 # # 16256 # # <*> ,1
68c0e95a,"timeStamp back , extendReportTimeStamp=1514039977000 ",1
d6dbc9e3,getTodayTotalDetailSteps = 1514039880000 # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,2
c48cb3f2,onExtend:1514040348000 0 0 5 ,1
98151d08,setTodayTotalDetailSteps=1514040240000 # # 7189 # # 549659 # # 8661 # # 16256 # # 28993578 ,1
0b9a4498,getTodayTotalDetailSteps = 1514040240000 # # 7189 # # 549659 # # 8661 # # 16256 # # 28993578 ,1
e50c8856,setTodayTotalDetailSteps=1514040240000 # # 7189 # # 549659 # # 8661 # # 16256 # # 28999575 ,1
d29b4fd0,getTodayTotalDetailSteps = 1514040240000 # # 7189 # # 549659 # # 8661 # # 16256 # # 28999575 ,1
cb2b5072,setTodayTotalDetailSteps=1514040600000 # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,5
8ce700c8,onExtend:1514040697000 0 0 0 ,2
3a227632,getTodayTotalDetailSteps = 1514040600000 # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,5
1a4b9f2f,onExtend:1514040708000 0 0 5 ,1
2369b667,onExtend:1514040766000 0 0 5 ,2
99211673,getTodayTotalDetailSteps = 1514040660000 # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,4
5bc1d81a,onExtend:1514040766000 0 0 0 ,1
2b8cdc7c,onExtend:1514040772000 0 0 5 ,1
5ab8a973,onExtend:1514040776000 0 0 5 ,1
dac0fc7a,"timeStamp back , extendReportTimeStamp=1514040836000 ",1
317b0f28,getTodayTotalDetailSteps = 1514040720000 # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,5
8fd6ed0d,setTodayTotalDetailSteps=1514040720000 # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,3
589c2520,onExtend:1514040793000 0 0 5 ,2
212f2d1b,onExtend:1514040793000 0 0 0 ,1
d1095771,onExtend:1514040895000 0 0 5 ,1
4e8a4eea,onExtend:1514040956000 0 0 5 ,2
5ac3367d,getTodayTotalDetailSteps = <*> # # 7189 # # 549659 # # 8661 # # 16256 # # <*> ,1
52be9246,getTodayTotalDetailSteps = 1514040840000 # # 7189 # # 549659 # # 8661 # # 16256 # # 29600053 ,1
951bc432,onExtend:1514041026000 0 0 5 ,1
2cf90bdb,onExtend:1514041086000 0 0 5 ,1
99319d3a,onExtend:1514041146000 0 0 5 ,1
4de115d4,onExtend:1514041206000 0 0 5 ,1
b96c5b99,onExtend:1514041266000 0 0 5 ,1
