LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
18,2016-09-28,04:30:31,Info,CSI,"00000005 Creating NT transaction (seq 1), objectname [6]""(null)""",ff915915,<*> Creating NT transaction <*> <*> <*> <*> 
19,2016-09-28,04:30:31,Info,CSI,00000006 Created NT transaction (seq 1) result <*>handle @0x214,f2d7f4cb,<*> Created NT transaction <*> <*> result <*> <*> 
20,2016-09-28,04:30:31,Info,CSI,00000007@2016/9/27:20:30:31.462 CSI perf trace:,eff117d2,<*> CSI perf <*> 
21,2016-09-28,04:30:31,Info,CBS,"NonStart: Success, startup processing not required as expected.",7d333f15,<*> <*> startup processing not required as <*> 
22,2016-09-28,04:30:31,Info,CBS,Startup processing thread terminated normally,aefbea77,Startup processing thread terminated normally 
23,2016-09-28,04:30:31,Info,CSI,00000008 CSI Store 4991456 (<*>initialized,21700af3,<*> CSI Store <*> <*> 
24,2016-09-28,04:30:31,Info,CBS,Session: 30546173_4261722401 initialized by client WindowsUpdateAgent.,f883fd58,<*> <*> initialized by client <*> 
25,2016-09-28,04:30:31,Info,CBS,Session: 30546173_4262462443 initialized by client WindowsUpdateAgent.,f883fd58,<*> <*> initialized by client <*> 
26,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
27,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
28,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
29,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
30,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
31,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
32,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
33,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
34,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
35,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
36,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
37,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
38,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
39,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
40,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
41,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
42,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
43,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
44,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
45,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
46,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
47,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
48,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
49,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
50,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
51,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
52,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
53,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
54,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
55,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
56,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
57,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
58,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
59,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
60,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
61,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
62,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
63,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
64,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
65,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
66,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
67,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
68,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
69,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
70,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
71,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
72,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
73,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
74,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
75,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
76,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
77,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
78,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
79,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
80,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
81,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
82,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
83,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
84,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
85,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
86,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
87,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
88,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
89,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
90,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
91,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
92,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
93,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
94,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
95,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
96,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
97,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
98,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
99,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
100,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
101,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
102,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
103,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
104,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
105,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
106,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
107,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
108,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
109,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
110,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
111,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
112,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
113,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
114,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
115,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
116,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
117,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
118,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
119,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
120,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
121,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
122,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
123,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
124,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
125,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
126,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
127,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
128,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
129,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
130,2016-09-28,04:30:32,Info,CBS,Session: 30546173_4267072707 initialized by client WindowsUpdateAgent.,f883fd58,<*> <*> initialized by client <*> 
131,2016-09-28,04:30:32,Info,CBS,Failed to internally open package. [HRESULT = <*>- CBS_E_INVALID_PACKAGE],8ebc7377,Failed to internally open <*> <*> <*> <*> 
132,2016-09-28,04:30:32,Info,CBS,Session: 30546173_4268042763 initialized by client WindowsUpdateAgent.,f883fd58,<*> <*> initialized by client <*> 
133,2016-09-28,04:30:32,Info,CBS,Session: 30546173_4271022933 initialized by client WindowsUpdateAgent.,f883fd58,<*> <*> initialized by client <*> 
134,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
135,2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
136,2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
137,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
138,2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
139,2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
140,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
141,2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
142,2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
143,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
144,2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
145,2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
146,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
147,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
148,2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
149,2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
150,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
151,2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
152,2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
153,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
154,2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
155,2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
156,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
157,2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
158,2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
159,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
160,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
161,2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
162,2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
163,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
164,2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
165,2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
166,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
167,2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
168,2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
169,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
170,2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],36c79237,Expecting attribute name <*> <*> <*> 
171,2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = <*>- CBS_E_MANIFEST_INVALID_ITEM],f64bb7e3,Failed to get next element <*> <*> <*> 
172,2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,8561fe2e,<*> Unrecognized <*> <*> 
