EventId,EventTemplate,Occurrences
4132fbc6,"1 ddr errors ( s ) detected and corrected on rank 0 , symbol <*> , bit 3 ",1
92e92f11,total of <*> ddr error ( s ) detected and corrected ,2
c20f9db9,5 floating point alignment exceptions ,22
368430a9,<*> floating point alignment exceptions ,33
266a5441,<*> <*> <*> <*> <*> <*> <*> : FF : <*> : <*> : <*> <*> <*> <*> ,2
3e3305de,<*> is not <*> <*> ,1
a77f3821,"Node card status : <*> 0 , <*> 1 , <*> <*> , <*> <*> is ( <*> ) active . Clock <*> is <*> . Clock <*> is <*> . <*> JTAG Reset is asserted . <*> JTAG Reset is not asserted . Temperature <*> is not active . <*> <*> error . Temperature <*> <*> <*> is <*> . PGOOD is asserted . PGOOD error <*> is <*> . MPGOOD is <*> MPGOOD error <*> is <*> . The <*> volt rail is OK . The <*> volt rail is OK . ",1
c376c6a8,"Node card VPD check : <*> node in processor card slot <*> do not match . VPD ecid <*> , found <*> ",9
53850c5e,<*> <*> <*> <*> <*> <*> <*> : FF : <*> : <*> : <*> : <*> <*> <*> <*> ,1
d66f0fa1,"idoproxydb hit ASSERT condition : ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr : :SendPacket ( IdoUdpMgr * , BglCtlPavTrace * ) ",35
c7c5fb2f,Node card status : <*> <*> <*> active . Clock <*> is <*> . Clock <*> is <*> . <*> JTAG Reset is asserted . <*> JTAG Reset is asserted . Temperature <*> is not active . <*> <*> error . Temperature <*> <*> <*> is <*> . PGOOD IS NOT <*> . PGOOD ERROR LATCH IS ACTIVE . MPGOOD IS NOT <*> MPGOOD ERROR LATCH IS ACTIVE . The <*> volt rail is OK . The <*> volt rail is OK . ,5
98ee9e9b,<*> <*> status <*> : FF : <*> : <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
8e587961,"<*> <*> <*> <*> ( <*> ( <*> ) , <*> ( <*> ) , <*> ( FF : <*> : <*> : <*> : <*> ) , <*> ( <*> ) , <*> ( <*> ) ) <*> <*> <*> <*> <*> <*> ",1
414e798b,<*> <*> status <*> : FF : <*> : <*> : <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,2
f0b7d0fc,rts <*> <*> <*> <*> : <*> : <*> <*> <*> <*> <*> <*> <*> <*> <*> : <*> <*> <*> <*> <*> <*> ,1
508f3740,1 <*> <*> <*> in <*> <*> <*> ( <*> ) ( <*> <*> ) <*> ,1
012beabd,"ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error ",15
2a2fac9a,ciod : Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> : Link has been severed ,9
c8ac5af8,rts : <*> <*> for <*> <*> ,6
44d105ee,ciod : generated 64 core files for program <*> ,10
9eb2bbc8,"1 ddr errors ( s ) detected and corrected on rank 0 , symbol <*> , bit 0 ",1
c2014f49,ciod : generated <*> core files for program <*> ,3
7947a8b1,ciod : generated 128 core files for program <*> ,17
15493d9e,iar <*> dear <*> ,146
173fc9db,iar 003a9260 dear <*> ,14
218f8bce,"1 ddr errors ( s ) detected and corrected on rank 0 , symbol 28 , bit 3 ",1
b946b951,iar 0014a150 dear <*> ,13
49609086,"<*> <*> <*> <*> <*> , <*> <*> <*> , <*> ( 1 ) ",2
f6a4af82,"3 ddr errors ( s ) detected and corrected on rank 0 , symbol <*> , bit 0 ",1
04873f76,Lustre mount FAILED : <*> : point /p/gb1 ,9
929373dc,"4 ddr errors ( s ) detected and corrected on rank 0 , symbol <*> , bit 4 ",1
9b2d1d4e,1 torus receiver <*> input pipe error ( s ) ( dcr <*> ) detected and corrected ,2
fa38b822,ciod : <*> : <*> <*> <*> <*> <*> ,3
d9a6c2b7,"ciod : <*> packet from node <*> ( <*> : <*> ) , message <*> <*> <*> <*> 3 or <*> ( <*> <*> <*> 00000000 ) ",1
92719316,"1 ddr errors ( s ) detected and corrected on rank 0 , symbol 3 , bit <*> ",1
d9f54b8a,<*> <*> <*> <*> <*> <*> ,2
4c5222ad,rts : <*> <*> <*> : <*> <*> <*> <*> <*> <*> <*> ( <*> <*> <*> <*> ) <*> <*> <*> <*> ,1
0f3d9802,total of 4 ddr error ( s ) detected and corrected ,1
4165b6b6,critical input interrupt ( unit=0x0b <*> ) : warning for torus <*> wire ,2
2ed00a63,"ciod : Error loading <*> : invalid or missing program image , Permission denied ",19
4d34cee3,total of 2 ddr error ( s ) detected and corrected ,1
74ac8bdc,"1 ddr errors ( s ) detected and corrected on rank 0 , symbol 28 , bit 0 ",1
1b570c03,"4 ddr errors ( s ) detected and corrected on rank 0 , symbol <*> , bit <*> ",1
d1a0f2e5,<*> <*> <*> <*> in <*> <*> <*> ( <*> ) ( <*> <*> ) <*> ,2
9f1199a9,data cache search parity error detected . attempting to correct ,6
b5f8f0ab,<*> <*> ,1
5c9d5c59,"ciod : Error loading <*> : invalid or missing program image , Exec format error ",2
ab764590,"Error receiving packet on tree network , expecting type 57 instead of type 3 ( <*> <*> 00000002 00000000 ) <*> PSR1=00000000 PRXF=00000002 PIXF=00000007 ",5
2f521c60,"4 ddr errors ( s ) detected and corrected on rank 0 , symbol <*> , bit 1 ",1
3e20b7c6,iar 00106210 dear <*> ,12
85d4c70c,iar 00106228 dear <*> ,12
184cb800,iar 001061dc dear <*> ,11
bfcf1a32,2354412 floating point alignment exceptions ,15
96976d02,"2 ddr errors ( s ) detected and corrected on rank 0 , symbol <*> , bit <*> ",1
b0ff8677,<*> torus receiver z+ input pipe error ( s ) ( dcr <*> ) detected and corrected ,1
b7621afe,3 <*> <*> error ( s ) ( <*> <*> ) detected and corrected ,1
ef340600,"2 ddr errors ( s ) detected and corrected on rank 0 , symbol 4 , bit 4 ",1
389fea90,critical input interrupt ( unit=0x0b <*> ) : warning for torus z+ wire <*> <*> <*> <*> <*> <*> <*> ,2
e679dd38,<*> torus <*> <*> <*> error ( s ) ( dcr <*> ) detected and corrected <*> <*> <*> ,2
6b7706d2,"ciod : Received signal 15 , code=0 , errno=0 , address=0x000001b0 ",4
f0594c97,Lustre mount FAILED : <*> : <*> : <*> ,2
8d1e2a94,<*> <*> <*> <*> <*> ( <*> <*> <*> <*> <*> ) ,7
f3b22578,"ciod : Received signal 15 , code=0 , errno=0 , <*> ",8
d348c215,"ciod : Error reading message prefix on CioStream socket to <*> , Connection <*> <*> ",2
703bdeea,"ciod : Error reading message prefix on CioStream socket to <*> , Connection reset by peer ",4
e0afaf2b,<*> <*> <*> ,1
bc519fb1,"ciod : Error reading message prefix on CioStream socket to <*> , Link has been severed ",8
c92825a2,"ciod : Received signal 15 , code=0 , errno=0 , address=0x000001f2 ",4
a2d33c5f,<*> <*> <*> 1 in <*> <*> <*> ( <*> ) ( <*> <*> ) <*> <*> <*> <*> ,1
f4a9c7e9,0 microseconds spent in the rbs signal handler during 0 calls . 0 microseconds was the maximum time for a single instance of a correctable ddr . ,51
074b7a87,"<*> total interrupts . 0 critical input interrupts . 0 microseconds total spent on critical input interrupts , 0 microseconds max time in a critical input interrupt . ",71
e0b696df,"1 ddr error ( s ) detected and corrected on rank 0 , symbol <*> over <*> seconds ",2
9a43ceab,"<*> <*> <*> Node card ( <*> ( <*> ) , <*> ( <*> ) , <*> ( FF : <*> : <*> : <*> : <*> ) , <*> ( <*> ) , <*> ( <*> ) ) <*> <*> <*> <*> <*> <*> ",1
1fe8338a,"Kernel detected <*> integer alignment exceptions ( <*> ) iar <*> , dear <*> ( <*> ) iar <*> , dear <*> ( <*> ) iar <*> , dear <*> ( <*> ) iar <*> , dear <*> ( <*> ) iar <*> , dear <*> ( <*> ) iar <*> , dear <*> ( <*> ) iar <*> , dear <*> ( <*> ) iar <*> , dear <*> ",1
ece44c43,1 <*> <*> 1 in <*> <*> <*> ( <*> ) ( <*> <*> ) <*> <*> <*> <*> ,1
c5049686,"<*> ddr error ( s ) detected and corrected on rank 0 , symbol <*> over <*> seconds ",1
ed04eb64,total of 1 ddr error ( s ) detected and corrected over <*> seconds ,1
997b99d2,<*> <*> <*> 0 ,1
666ecc23,critical input interrupt ( unit=0x0b <*> ) : warning for <*> <*> wire <*> <*> <*> <*> <*> <*> <*> ,1
98596edd,<*> <*> <*> <*> <*> <*> <*> 0 ( <*> ) ,1
cb294bd3,"Kernel detected <*> integer alignment exceptions ( <*> ) iar 0x00544ea8 , dear <*> ( <*> ) iar 0x00544eb8 , dear <*> ( <*> ) iar 0x00544ea8 , dear <*> ( <*> ) iar 0x00544eb8 , dear <*> ( <*> ) iar 0x00544ee0 , dear <*> ( <*> ) iar 0x00544ef0 , dear <*> ( <*> ) iar 0x00544ee0 , dear <*> ( <*> ) iar 0x00544ef0 , dear <*> ",8
8f18ddf1,total of <*> ddr error ( s ) detected and corrected over <*> seconds ,2
9a750e8b,"28 ddr error ( s ) detected and corrected on rank 0 , symbol <*> over <*> seconds ",1
b9cccc02,ciod : LOGIN chdir ( <*> ) failed : <*> error ,1
e8c33c2c,"2 ddr error ( s ) detected and corrected on rank 0 , symbol 28 over <*> seconds ",1
936aaaf6,"2 ddr error ( s ) detected and corrected on rank 0 , symbol <*> over <*> seconds ",1
f94c5e30,"<*> ddr error ( s ) detected and corrected on rank 0 , symbol 28 over <*> seconds ",1
0495f4cf,2 <*> <*> error ( s ) ( <*> <*> ) detected and corrected over <*> seconds ,1
49fe55ec,total of 3 ddr error ( s ) detected and corrected over <*> seconds ,1
bcac4c77,"ciod : Error loading <*> : program image <*> <*> , <*> <*> <*> ",1
80768c28,<*> <*> <*> : <*> ,1
